Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL,date
1,4,Tusa (Official Video),KAROL G & Nicki Minaj,2,35253486,0.25%,https://www.youtube.com/watch?v=tbneQDc2H3I,2019-11-21
2,n/a,Yaad Piya Ki Aane Lagi,Neha Kakkar & Tanishk Bagchi,1,33432684,n/a,https://www.youtube.com/watch?v=eN6AYHAT8UM,2019-11-21
3,2,Que Tire Pa Lante,Daddy Yankee,5,32596787,-0.16%,https://www.youtube.com/watch?v=fAgvmh1jaCE,2019-11-21
4,1,Black Eyed Peas J Balvin - RITMO (Bad Boys For Life) (Official Music Video),J Balvin & Black Eyed Peas,6,31305884,-0.21%,https://www.youtube.com/watch?v=EzKkl64rRbM,2019-11-21
5,3,Dance Monkey,Tones And I,10,29767269,-0.13%,https://www.youtube.com/watch?v=q0hyYWKXF0Q,2019-11-21
6,6,Memories (Official Video),Maroon 5,7,22417091,0%,https://www.youtube.com/watch?v=SlPhMPnQ58k,2019-11-21
7,5,Anuel AA Daddy Yankee Karol G Ozuna & J Balvin - China (Video Oficial),Anuel AA,18,21465575,-0.13%,https://www.youtube.com/watch?v=0VR3dfZf9Yg,2019-11-21
8,8,Lehanga,Jass Manak,15,19395122,-0.03%,https://www.youtube.com/watch?v=RKioDWlajvo,2019-11-21
9,n/a,Gan-Ga (Remix),Anuel AA & Bryant Myers,1,19157326,n/a,https://www.youtube.com/watch?v=bMAYO5T03ZA,2019-11-21
10,9,Con Altura (Official Video),ROSALÍA,34,18109810,-0.05%,https://www.youtube.com/watch?v=p7bfOZek9t4,2019-11-21
11,11,Housefull 4: Shaitan Ka Saala Video | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,T-Series,7,17096529,-0.09%,https://www.youtube.com/watch?v=oCBDl58lBoU,2019-11-21
12,n/a,BOP,DaBaby,1,17049372,n/a,https://www.youtube.com/watch?v=28hYUZMufDg,2019-11-21
13,13,La Mejor Versión De Mi (Remix),Natti Natasha & Romeo Santos,7,15583430,0.05%,https://www.youtube.com/watch?v=R9rVapGCf2c,2019-11-21
14,17,Adicto (Official Video),Tainy & Anuel AA & Ozuna,13,14931155,0.12%,https://www.youtube.com/watch?v=58u-zkDLNPg,2019-11-21
15,n/a,NA,NA,1,14748107,n/a,n/a,2019-11-21
16,n/a,"Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")",Mika Singh & Tulsi Kumar,1,14089105,n/a,https://www.youtube.com/watch?v=3GLoGHbhKHg,2019-11-21
17,20,Tutu (Official Video),Pedro Capó & Camilo,15,14084708,0.09%,https://www.youtube.com/watch?v=5AkDqm-cEgg,2019-11-21
18,n/a,Hasta que salga el sol,Ozuna,1,14019215,n/a,https://www.youtube.com/watch?v=8-BNyX1DOSo,2019-11-21
19,16,Con Calma (Remix),Daddy Yankee,43,12879455,-0.05%,https://www.youtube.com/watch?v=DiItGE3eAyQ,2019-11-21
20,24,Old Town Road (Official Video),Lil Nas X,16,12421388,0.11%,https://www.youtube.com/watch?v=r7qovpFAGrQ,2019-11-21
21,n/a,Imaginaste (Remix) (Official Video),Jhay Cortez,1,12378255,n/a,https://www.youtube.com/watch?v=apSDw8PA9E0,2019-11-21
22,10,J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Official Video),Bad Bunny,6,12365292,-0.35%,https://www.youtube.com/watch?v=LxOTsiV4tkQ,2019-11-21
23,19,Señorita,Shawn Mendes & Camila Cabello,22,12322447,-0.05%,https://www.youtube.com/watch?v=Pkh8UtuejGw,2019-11-21
24,12,Lose You To Love Me (Official Music Video),Selena Gomez,5,12188333,-0.3%,https://www.youtube.com/watch?v=zlJDTxahav0,2019-11-21
25,18,No Me Conoce (Remix),Bad Bunny & J Balvin & Jhay Cortez,27,11977301,-0.1%,https://www.youtube.com/watch?v=w2C6RhQBYlg,2019-11-21
26,7,Fantasias,Farruko & Rauw Alejandro,7,11946284,-0.41%,https://www.youtube.com/watch?v=8jwbnGrX7-c,2019-11-21
27,n/a,Go Banananas,Little Big,1,11925057,n/a,https://www.youtube.com/watch?v=ADlGkXAz1D0,2019-11-21
28,14,#AlaVaikunthapurramuloo - Ramuloo Ramulaa Full Song || Allu Arjun || Trivikram | Thaman S |#AA19,Aditya Music,4,11783242,-0.17%,https://www.youtube.com/watch?v=wFAj0pW6xX0,2019-11-21
29,27,Fantasias (Unplugged),Farruko & Rauw Alejandro,2,11727963,0.11%,https://www.youtube.com/watch?v=_tQtfkce3Dc,2019-11-21
30,15,8 Parche,Gur Sidhu & Baani Sandhu,9,11064394,-0.19%,https://www.youtube.com/watch?v=8WWv5_k8D14,2019-11-21
31,n/a,Aventura,Lunay & Anuel AA & Ozuna,2,11022739,n/a,https://www.youtube.com/watch?v=WD_1DgWbASU,2019-11-21
32,n/a,Jotai Nahi Dungi,Ritesh Pandey Official & Antra Singh Priyanka,1,10968986,n/a,https://www.youtube.com/watch?v=_rNB55OJdR4,2019-11-21
33,n/a,Love With A Quality,KAROL G & Damian Marley,2,10442215,n/a,https://www.youtube.com/watch?v=jAUtAqoL1dU,2019-11-21
34,23,Acaríñame,Los Ángeles Azules,3,10439422,-0.11%,https://www.youtube.com/watch?v=iSOKTJo3IHI,2019-11-21
