Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,La Diabla,Xavi,10,23097882,-0.06%,https://www.youtube.com/watch?v=HfzbN5ky5Co
2,n/a,Kurchi Madathapetti,Thaman S & Sri Krishna & Sahithi Chaganti & Mahesh Babu,1,21244663,n/a,https://www.youtube.com/watch?v=gh3FyLT7WVg
3,2,Jale 2,Shiva Choudhary & Sapna Choudhary,9,20734861,-0.05%,https://www.youtube.com/watch?v=zFvLoiq58Nk
4,3,BELLAKEO,Peso Pluma & Anitta,9,18973825,-0.06%,https://www.youtube.com/watch?v=fOT0BUpITw8
5,4,Xavi - La Víctima (Official Video),Xavi,13,15582496,-0.1%,https://www.youtube.com/watch?v=Mi-NXEGjAvg
6,7,UNA FOTO (Remix),Mesita & Nicki Nicole & Tiago PZK,5,15237839,0.08%,https://www.youtube.com/watch?v=LWdAMW_4Yq0
7,n/a,Drippy,Sidhu Moose Wala & Mxrci & AR Paisley,1,12890852,n/a,https://www.youtube.com/watch?v=5ZKLM5pNoGQ
8,8,EL AMOR DE SU VIDA,Grupo Frontera & Grupo Firme,27,12272939,-0.02%,https://www.youtube.com/watch?v=Vr1M_l-1wjc
9,9,Luna (Visualizer),ATL Jacob & Feid,8,11602090,-0.04%,https://www.youtube.com/watch?v=ZA7ZKB8Mo9k
10,92,Teri Baaton Mein Aisa Uljha Jiya Title Song,Raghav & Tanishk Bagchi & Asees Kaur,2,10494126,1.35%,https://www.youtube.com/watch?v=XLqmL9cPN1E
11,16,निम्बू खरबूजा भईल 2,Khesari Lal Yadav & Karishma Kakkar,9,10490650,0.1%,https://www.youtube.com/watch?v=dwiXguIajEA
12,6,Kurchi Madathapetti,Thaman S & Sri Krishna & Sahithi Chaganti & Mahesh Babu & Saraswati Putra,6,10463168,-0.3%,https://www.youtube.com/watch?v=Ldn11dMHTJ8
13,11,Gulabi Sharara,Inder Arya,10,10085819,-0.05%,https://www.youtube.com/watch?v=4cw3x0tU-pk
14,12,Según Quién,Maluma & Carin Leon,21,9960141,-0.06%,https://www.youtube.com/watch?v=69lO08ar-mI
